Sr No,Date dd/mm/yyyy,StartupName,Industry Vertical,SubVertical,CityLocation,CityCode,InvestorsName,InvestmentnType,AmountUSD,Remarks
2573,1/7/2015,iDreamCareer,Ed-Tech Platform,nan,New Delhi,2134,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0,
2574,1/7/2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,2135,Ratan Tata,Private Equity,0,Personal Investment
2575,1/7/2015,NxtGen,IT infrastructure & Data Center services,nan,Bangalore,2135,"IFC, Axon Partners, Intel Capital",Private Equity,13500000,Series A
2576,2/7/2015,BankBazaar,Online Financial Services,nan,Chennai,2136,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000,Series C\\n(More here)
2577,2/7/2015,Gozoomo,Used Car Marketplace,nan,Bangalore,2137,SAIF Partners,Private Equity,5000000,Series A
2578,2/7/2015,Zenatix,Internet of Things platform,nan,Gurgaon,2138,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000,
2579,3/7/2015,CultureAlley,Language Learning App,nan,Jaipur,2139,Tiger Global,Private Equity,6500000,Series A
2580,3/7/2015,Goqii,Mobile Fitness Marketplace,nan,Mumbai,2140,Vijay Shekhar Sharma,Private Equity,0,Pre-Series A
2581,3/7/2015,Gingercrush,Custom Merchandize platform,nan,Ahmedabad,2141,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000,
2582,4/7/2015,Elanic,P2P Pre-owned goods marketplace,nan,Bangalore,2142,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0,
2583,4/7/2015,Stitchwood,Custom Furniture Marketplace,nan,Mumbai,2143,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000,
2584,5/7/2015,Urban Tailor,Online Tailoring Services,nan,Bangalore,2144,Group of angel investors,Seed Funding,0,
2585,6/7/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,nan,Bangalore,2144,Pravin Agarwala & others,Seed Funding,0,
2586,6/7/2015,Paper Boat,Ethnic Beverages manufacturer,nan,Gurgaon,2145,"Sofina, Hillhouse Capital",Private Equity,30000000,Series B
2587,6/7/2015,getNow,Hyperlocal Goods marketplace,nan,Nagpur,2146,Atulya Mittal,Seed Funding,0,
2588,7/7/2015,Wudstay,Budget Accommodation aggregator,nan,Gurgaon,2147,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000,Series A
2589,7/7/2015,Liases Foras,Real Estate Rating & Analysis,nan,New Delhi,2148,DMG information Asia Pacific,Private Equity,5000000,Series A
2590,7/7/2015,Eatlo,Food Delivery platform,nan,Bangalore,2149,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0,
2591,7/7/2015,IndiaLends,Financial Tech,nan,New Delhi,2150,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0,Pre-Series A
2592,8/7/2015,Quinto,Food Discovery App,nan,Pune,2151,Jaydeep Barman,Seed Funding,0,
2593,8/7/2015,Saavn,Music Streaming App,nan,Mumbai,2152,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000,Series C
2594,8/7/2015,Flytxt,Big Data & Analytics platform,nan,Mumbai / Global,2153,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000,Series A
2595,8/7/2015,Axtria,Big Data & Analytics platform,nan,India / US,2154,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000,Series C
2596,8/7/2015,33Coupons,Coupon Aggregator Platform,nan,Kanpur,2155,Not Disclosed,Seed Funding,"20,000",
2597,8/7/2015,Ampere,Electric Scooter manufacturer,nan,Coimbatore,2156,Ratan Tata,Seed Funding,0,
2598,8/7/2015,Hopping Chef,Online Food-Tech Platform,nan,Mumbai,2157,Mirah Hospitality,Seed Funding,470000,Strategic Investment
2599,8/7/2015,Collectabillia,Celebrity Fashion Brand,nan,Bangalore,2158,Accel Partners,Private Equity,7500000,Series B
2600,8/7/2015,Lendingkart,Online Finance lending platform,nan,Ahmedabad,2159,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000,Series A
2601,8/7/2015,Lybrate,Healthcare Mobile App,nan,New Delhi,2160,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000,Series A
2602,8/7/2015,Zoomcar,Self-driven vehicle rental,nan,Bangalore,2161,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000,Series B
2603,9/7/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,nan,\\xc2\\xa0Noida,2162,\\xc2\\xa0Tiger Global,Private Equity,20000000,\\xc2\\xa0Series B
2604,9/7/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,nan,\\xc2\\xa0Bangalore,2163,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,16200000,
2605,9/7/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,nan,\\xc2\\xa0Gurgaon,2164,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,0,
2606,9/7/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,nan,\\xc2\\xa0New Delhi,2165,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,0,
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,nan,\\xc2\\xa0New Delhi,2165,\\xc2\\xa0Indian Angel Network,Seed Funding,0,
2608,10/7/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,nan,\\xc2\\xa0Gurgaon,2166,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,685000,
2609,10/7/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,nan,\\xc2\\xa0Mumbai,2167,\\xc2\\xa0IndianIdeas.com,Private Equity,19350000,\\xc2\\xa0Late Stage
2610,13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,nan,\\xc2\\xa0Gurgaon,2168,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,0,\\xc2\\xa0Series A
2611,13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,nan,\\xc2\\xa0New Delhi,2169,\\xc2\\xa0Goldman Sachs,Private Equity,10000000,\\xc2\\xa0Series A
2612,13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,nan,\\xc2\\xa0Gurgaon,2170,\\xc2\\xa0Palaash Ventures,Seed Funding,0,
2613,14/07/2015,MySmartPrice,Online comparison engine,nan,Hyderabad,2171,"Accel Partners, Helion Venture Partners",Private Equity,10000000,Series B
2614,14/07/2015,Zenify,Residential Rental management platform,nan,Bangalore,2172,Atul Jalan,Seed Funding,0,
2615,14/07/2015,Boxmyspace,Physical Storage warehouses,nan,Mumbai,2173,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,
2616,14/07/2015,HackerRank,Tech Recruitment platform,nan,Bangalore,2174,HR Technology fund,Private Equity,7500000,Series C
2617,14/07/2015,WickedRide,Bike Rental Platform,nan,Bangalore,2174,Undisclosed,Seed Funding,790000,
2618,14/07/2015,WoWexpress,Tech enabled logistics platform,nan,Mumbai,2175,Tamarind Family Private Trust,Seed Funding,500000,
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,nan,Gurgaon,2176,"Softbank, Sequoia Capital",Private Equity,100000000,Series B
2620,15/07/2015,Mobikon,Restaurant customer engagement platform,nan,Pune,2177,Jungle Ventures,Private Equity,2300000,Series B
2621,15/07/2015,InstaLively.com,Live video streaming app,nan,New Delhi,2178,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0,
2622,15/07/2015,Roadrunnr,Hyper local logistics platform,nan,Bangalore,2179,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000,Series A
2623,16/07/2015,Ketto,Crowd Funding Platform,nan,Mumbai,2180,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,
2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,nan,Mumbai,2180,Snow Leopard Technology Ventures,Private Equity,1600000,Follow on Funding
2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,nan,Mumbai,2180,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,
2626,20/07/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,2181,"Tiger Global, Orios Venture Partners.",Private Equity,15000000,No confirmation
2627,20/07/2015,Innoviti,Payment Solutions platform,nan,Bangalore,2182,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000,Series A
2628,21/07/2015,ZenRadius,Online Hiring Platform,nan,Bangalore,2182,"Tracxn Labs, Deepak Singh",Seed Funding,0,
2629,21/07/2015,Joy by nature,Organic Food ecommerce,nan,New Delhi,2183,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000,Series A
2630,22/07/2015,Iqlect,Big Data & Analytics platform,nan,Bangalore,2184,Exfinity Venture Partners,Private Equity,2000000,Series A
2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,nan,Mumbai,2185,India Value Fund Advisors,Private Equity,30000000,Late Stage
2632,23/07/2015,Nestaway,Luxury Rental Homes,nan,Bangalore,2186,"Flipkart, Tiger Global",Private Equity,12750000,Series A
2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,nan,,2187,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000,Series B
2634,23/07/2015,Myonsto,Online Grocers,nan,Ahmedabad,2188,Jayant Bokadia,Seed Funding,320000,
2635,23/07/2015,iCrushiFlush,Casual Dating App,nan,Mumbai,2189,IDG Ventures India,Seed Funding,0,
2636,23/07/2015,MedGenome,Clinical Genomics Provider,nan,Bangalore,2190,Sequoia Capital,Private Equity,20000000,Series B
2637,23/07/2015,HolidayIQ,Travel information portal,nan,Bangalore,2190,MakeMyTrip,Private Equity,15000000,Strategic Investment
2638,23/07/2015,Fitternity,Fitness Marketplace,nan,Mumbai,2191,Exfinity Venture Partners,Private Equity,1000000,Series A
2639,23/07/2015,Quikr,Online & Mobile classified listings,nan,Mumbai,2191,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,Late Stage
2640,23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,nan,New Delhi,2192,YourWeCan Ventures,Seed Funding,0,
2641,24/07/2015,BroEx,Real Estate Broker network App,nan,Gurgaon,2193,Lightspeed India,Private Equity,1000000,Bridge round
2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,nan,New Delhi,2194,Indian Angel Network,Seed Funding,0,
2643,25/07/2015,CredR,Used Bikes Marketplace,nan,Mumbai,2195,Fidelity Growth Partners,Private Equity,15000000,Series A
2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,nan,Hyderabad,2196,Accel Partners,Private Equity,6000000,Series A
2645,27/07/2015,Townrush,B2B logistics delivery platform,nan,Bangalore,2197,Lightspeed Venture Partners,Seed Funding,0,
2646,27/07/2015,Locus,Logistics Automation Platform,nan,Bangalore,2197,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,0,
2647,27/07/2015,Bevy,Online Hiring Platform,nan,Bangalore,2197,Varun Agarwal & Others,Seed Funding,0,
2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,nan,Mumbai,2198,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,Series D
2649,28/07/2015,Flipkart.com,Online Marketplace,nan,Bangalore,2199,Steadview Capital and existing investors,Private Equity,700000000,"Late Stage, 10th Round More here"
2650,28/07/2015,Opinio,Hyperlocal food & grocery store,nan,Bangalore,2199,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,
2651,28/07/2015,Zoctr,Health-Tech platform,nan,Mumbai,2200,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,2200,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000,Series A
2653,29/07/2015,trueHb,Medical Tech Instruments,nan,New Delhi,2201,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,
2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,nan,Bangalore,2202,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000,Series A
2655,29/07/2015,Swajal,Innovative Water Solutions,nan,Gurgaon,2203,Abhishek Gupta,Private Equity,1200000,Series A
2656,30/07/2015,Pipa Bella,Online Jewelry Store,nan,Mumbai,2204,LionRock Capital,Private Equity,600000,Pre-Series A
2657,30/07/2015,Pragmatix,Business intelligence & Analytics,nan,Mumbai,2204,SIDBI Venture Capital Ltd,Private Equity,2400000,Series A
2658,30/07/2015,Droom.in,Used Vehicle Marketplace,nan,New Delhi,2205,"Lightbox Ventures, Beenos",Private Equity,16000000,Series A
2659,30/07/2015,MadRat Games,Educational Board Games,nan,Bangalore,2206,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,
2660,30/07/2015,Noodle Play,Chinese food delivery,nan,Mumbai,2207,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,
2661,30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,nan,Chennai,2208,B S Nagesh,Private Equity,0,Pre-Series A
2662,30/07/2015,Cartisan,On-Demand Car services App,nan,Bangalore,2209,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,0,
2663,31/07/2015,LazyLad,Hyperlocal Grocery App,nan,Gurgaon,2210,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,pre-Series A
2664,31/07/2015,TripFactory,Online Curated Holiday package bookings,nan,Bangalore,2211,"Aarin Capital Partners,",Private Equity,0,Series A
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,nan,Pune,2212,Oliphabs Capital,Private Equity,2000000,Series A
2666,31/07/2015,Bona Vita,Travel Tech,nan,Gurgaon,2213,MakeMyTrip,Private Equity,5000000,Strategic Investment
2667,1/6/2015,Vyomo,Beauty and Wellness Platform,nan,New Delhi,2214,Aprameya Radhakrishna,Seed Funding,0,
2668,1/6/2015,Veeba Foods,Healthy Food Manufacturer,nan,New Delhi,2214,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000,Series B
2669,1/6/2015,Truebil,Used Car Marketplace,nan,Mumbai,2215,"Kae Capital, Anupam Mittal",Seed Funding,500000,
2670,1/6/2015,Meritnation,Online Learning Platform,nan,New Delhi,2216,InfoEdge,Private Equity,4000000,Series C
2671,1/6/2015,Eattreatonline,Healthy Food Online Community,nan,New Delhi,2216,Group of 15 Angel Investors,Seed Funding,350000,
2672,1/6/2015,CredR,Used two-wheeler Marketplace,nan,Mumbai,2217,GrowthStory,Seed Funding,0,
2673,1/6/2015,Glamrs,Online Fashion Video Portal,nan,Mumbai,2217,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000,Pre-Series A
2674,1/6/2015,Proviera,Probiotic Technology Products Manufacturer,nan,Chennai,2218,Infuse Ventures,Private Equity,550000,
2675,1/6/2015,Arth DesignBuild,Architectural Design & Consulting,nan,Hyderabad,2219,Srinivas Tirupati,Seed Funding,500000,
2676,2/6/2015,Saama,Big Data & Analytics Services,nan,Pune / US,2220,Carrick Capital Partners,Private Equity,35000000,Series A
2677,2/6/2015,AllIzHealth,Preventive Healthcare Services,nan,Pune,2221,Mumbai Angels & Other angel investors,Seed Funding,350000,
2678,2/6/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,nan,Udaipur,2222,Ennovent Impact Investment Holding,Private Equity,0,Series A
2679,3/6/2015,Entropy Innovations,Engineering Innovations,nan,Mumbai,2223,Mark Mobius & 9 Other Angel investors,Seed Funding,0,
2680,3/6/2015,Propstack,Real Estate Intelligence Platform,nan,Mumbai,2223,DMG Information,Private Equity,3000000,Series A
2681,3/6/2015,MyTaxiIndia,Online Car Rental Affiliates,nan,New Delhi,2224,Green House Ventures,Seed Funding,100000,
2682,3/6/2015,Arkin Net,Data Center Software platform,nan,Pune / US,2225,Nexus Venture Partners,Private Equity,15000000,Series B
2683,3/6/2015,Little Black Book Delhi,Online City & Lifestyle Guide,nan,New Delhi,2226,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000,
2684,3/6/2015,MyPoolin,P2P Payments platform,nan,New Delhi,2226,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0,
2685,3/6/2015,iCustomadeit,Bespoke Merchandize Marketplace,nan,Pune,2227,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000,
2686,3/6/2015,KAARYAH,Women Lifestyle Marketplace,nan,Gurgaon,2228,Ratan Tata,Seed Funding,0,
2687,4/6/2015,Ecom Express,Logistics Solution Provider,nan,New Delhi,2229,Warburg Pincus,Private Equity,137000000,Series C
2688,4/6/2015,Vidooly,Video Intelligence Platform,nan,Noida,2230,Bessemer Venture Partners,Private Equity,1000000,Pre-Series A
2689,4/6/2015,Zopper,Hyperlocal Shopping App,nan,Mumbai,2231,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000,Series C
2690,4/6/2015,Flipkart,eCommerce platform,nan,Bangalore,2232,Morgan Stanley,Private Equity,50000000,Late Stage
2691,5/6/2015,kWatt Solutions,Renewable energy solutions,nan,Mumbai,2233,N/A,Seed Funding,500000,
2692,5/6/2015,Medwell Ventures,Healthcare\\nService provider,nan,Bangalore,2234,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000,Series A
2693,5/6/2015,Jugnoo,Auto Rickshaw Based Services,nan,Chandigarh,2235,"Snow Leopard, Paytm",Private Equity,5000000,Series A
2694,8/6/2015,PosterGully,Artist / Designer Marketplace,nan,New Delhi,2236,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,0,
2695,8/6/2015,Applied Solar Technologies,Off-grid Solar Power,nan,Mumbai,2237,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000,Series B
2696,9/6/2015,Clovia,Private Label lingerie Ecommerce,nan,New Delhi,2238,IvyCap Ventures,Private Equity,5000000,Series A
2697,9/6/2015,Swiggy,Online Food Ordering,nan,Bangalore,2239,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000,Series B
2698,9/6/2015,PayMango,Mobile Commerce Platform,nan,Gurgaon,2240,Group of Angel Investors,Seed Funding,234000,
2699,9/6/2015,Printland,Online Printing Services,nan,New Delhi,2241,SIDBI Venture Capital Ltd,Private Equity,0,Series A
2700,9/6/2015,Teritree,Digital Marketing Services,nan,Bangalore,2242,KCL,Seed Funding,140000,
2701,10/6/2015,Guiddoo,Travel Guide Mobile App,nan,Mumbai,2243,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0,
2702,10/6/2015,Voonik,Fashion Ecommerce store,nan,Bangalore,2244,"Sequoia Capital, Seedfund",Private Equity,5000000,Series A
2703,11/6/2015,AdStringO,Mobile Compression Software,nan,Mumbai,2245,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000,
2704,11/6/2015,Faircent.com,Peer to Peer Lending platform,nan,Gurgaon,2246,M&S Partners Pte. Ltd,Seed Funding,250000,Pre-Series A
2705,12/6/2015,La Renon,Global Healthcare products,nan,Ahmedabad,2247,Sequoia Capital,Private Equity,16000000,Series A
2706,15/06/2015,Homelane,Home Furnishing Solutions,nan,Bangalore,2248,Sequoia Capital,Private Equity,50000000,Series B
2707,15/06/2015,iSTAR,Skill Training & Placement Platform,nan,Bangalore,2248,Unitus Seed Fund,Private Equity,0,Series A
2708,15/06/2015,Shippr,Intra-City Logistics service,nan,Bangalore,2248,i2india Pvt Ltd,Seed Funding,500000,
2709,16/06/2015,FoodAbhi,online tiffin service aggregator,nan,Mumbai,2249,Group of angel investors,Seed Funding,0,
2710,16/06/2015,Karma Recycling,Electronic Goods recycling service,nan,Delhi,2250,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0,Series A
2711,16/06/2015,CouponRaja,Online Coupon & comparison platform,nan,Mumbai,2251,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000,
2712,17/06/2015,Babychakra,Parents & Kids Online platform,nan,Mumbai,2251,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0,
2713,17/06/2015,Jiffstore,Online Grocery platform,nan,Bangalore,2252,"Unitus Seed Fund, Times Internet",Seed Funding,0,additional funding round
2714,17/06/2015,MyDentist,Dental Clinic chain,nan,Mumbai,2253,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000,Series C
2715,18/06/2015,Moovo,On-Demand Logistics Service,nan,New Delhi,2254,YouWeCan Ventures,Seed Funding,0,
2716,18/06/2015,Fracktal Works,3D Printer Manufacturer,nan,Bangalore,2255,Neoteric Infomatique Limited,Private Equity,3000000,Series A
2717,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,nan,Mumbai,2256,ASK Pravi,Private Equity,5000000,Series A
2718,18/06/2015,HealthifyMe,Health & Fitness App,nan,Bangalore,2257,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,0,Series A
2719,18/06/2015,CAKART.in,Online Education Marketplace,nan,Bangalore,2257,Sunil Maheshwari & group of investors,Seed Funding,0,
2720,19/06/2015,Housejoy,Home services marketplace,nan,Bangalore,2257,Matrix Partners,Private Equity,4000000,Series A
2721,19/06/2015,FundsIndia.com,Financial Services Platform,nan,Chennai,2258,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000,Series C
2722,20/06/2015,Cupick,Social Network for Artists,nan,Bangalore,2259,Group of Angel Investors from US/India,Seed Funding,120000,
2723,20/06/2015,Tracxn,Startup funding platform,nan,Bangalore,2259,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000,Series A
2724,21/06/2015,Holachef,Food Delivery Platform,nan,Mumbai,2260,"Kalaari Capital, India Quotient",Private Equity,3100000,Series A
2725,22/06/2015,elong,Data Driven recruitment recommendation,nan,Bangalore,2261,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000,Series A
2726,22/06/2015,Ixigo,Travel Search Engine,nan,Gurgaon,2262,Micromax Informatics,Private Equity,0,Strategic Investment
2727,22/06/2015,SkillAngels,Brain Games Platform,nan,Chennai,2263,Sprout Angels LLP,Seed Funding,0,
2728,22/06/2015,Vidgyor,Video Advertisement Platform,nan,Bangalore,2264,AngelPrime,Seed Funding,500000,
2729,22/06/2015,Banihal,Algorithmic Match Making Platform,nan,New Delhi / California,2265,Dr David Cheriton,Seed Funding,0,
2730,23/06/2015,Goodservice,Mobile Chat based concierge service,nan,New Delhi,2266,Sequoia Capital,Private Equity,1600000,Series A
2731,23/06/2015,Treebo,Online Budget Hotel Booking Service,nan,Bangalore,2267,"Matrix Partners India, SAIF Partners",Private Equity,6000000,Series A
2732,23/06/2015,EduKart,Online education marketplace,nan,New Delhi,2268,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000,Series A
2733,23/06/2015,Healthians.com,Preventive healthcare services,nan,Hyderabad,2269,YouWeCan Ventures,Seed Funding,0,
2734,24/06/2015,LabInApp,Science Learning App,nan,Bangalore,2270,Unitus Seed Fund,Seed Funding,0,
2735,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,nan,Chennai,2271,Chennai Angels,Seed Funding,0,
2736,24/06/2015,Sigrid Education,Online Education Platform,nan,Noida,2272,Oliphans Capital,Seed Funding,0,
2737,24/06/2015,Indix,SaaS product intelligence platform,nan,,2273,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000,Series C
2738,24/06/2015,The Porter,Logistics Tech,nan,Mumbai,2274,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000,Series A
2739,24/06/2015,Retention.ai,App Analytics platform,nan,Bangalore,2275,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000,
2740,25/06/2015,Fusion Microfinance,Micro Finance Platform,nan,New Delhi,2276,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000,Series C
2741,25/06/2015,Zinka,Freight logistics platform,nan,Bangalore,2277,"Accel Partners, Flipkart",Private Equity,6000000,Series A
2742,26/06/2015,CreditMantri,Credit Management Services,nan,Chennai,2278,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000,Series A
2743,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,nan,Mumbai,2279,Undisclosed investors,Seed Funding,250000,
2744,29/06/2015,UrbanClap,Hyperlocal services marketplace,nan,New Delhi,2280,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000,Series A
2745,29/06/2015,StayGlad,Beauty services Mobile Marketplace,nan,Bangalore,2281,"Tracxn Labs, Sahil Barua",Seed Funding,0,
2746,29/06/2015,AdWyze,Marketing / Advertising Automation platform,nan,Bangalore,2281,Mape Advisory,Seed Funding,1000000,
2747,29/06/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,2282,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000,
2748,30/06/2015,Buttercups,Online Lingerie platform,nan,Bangalore,2283,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,0,
2749,30/06/2015,RailYatri,Railways Information Mobile app,nan,Bangalore,2283,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,0,Pre-Series A
2750,30/06/2015,aagaar.com,Hyperlocal grocery delivery,nan,Gurgaon,2284,Group of Investors,Seed Funding,0,
2751,30/06/2015,Flatchat,Flat rental Mobile App,nan,Bangalore,2285,Commonfloor,Private Equity,2500000,Strategic Funding
2752,30/06/2015,MyCFO,Wealth Management Platform,nan,Mumbai,2286,Sameer Koticha,Private Equity,1500000,Series A
2753,1/5/2015,Foodpanda,Online Food Delivery,nan,Gurgaon,2287,"Goldman Sachs, Rocket Internet",Private Equity,100000000,Series D
2754,1/5/2015,Termsheet,Fund Raising Platform,nan,Chennai,2288,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000,
2755,4/5/2015,Applicate,Workforce Management Software,nan,Bangalore,2289,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000,
2756,4/5/2015,World Art Community,Online Art Marketplace,nan,Gurgaon,2290,Viraj Tyagi & others,Seed Funding,200000,
2757,4/5/2015,SpoonJoy,Online Food Delivery,nan,Bangalore,2291,SAIF Partners,Seed Funding,1000000,
2758,5/5/2015,Seed Schools,Affordable Education,nan,Hyderabad,2292,Acumen Fund,Seed Funding,650000,
